date;activity
2008-11-22 03:08:32;bed right, pressure mat ON
2008-11-22 03:08:33;bed right, pressure mat OFF
2008-11-22 03:08:41;bed right, pressure mat ON
2008-11-22 03:08:42;bed right, pressure mat OFF
2008-11-22 03:08:43;bed right, pressure mat ON
2008-11-22 03:08:44;bed right, pressure mat OFF
2008-11-22 03:08:46;bed right, pressure mat ON
2008-11-22 03:08:47;bed right, pressure mat OFF
2008-11-22 03:08:48;bed right, pressure mat ON
2008-11-22 03:08:49;bed right, pressure mat OFF
2008-11-22 03:08:51;bed right, pressure mat ON
2008-11-22 03:08:53;bed right, pressure mat OFF
2008-11-22 03:08:57;bed right, pressure mat ON
2008-11-22 03:08:59;bed right, pressure mat OFF
2008-11-22 03:09:02;bed right, pressure mat ON
2008-11-22 03:09:03;bed right, pressure mat OFF
2008-11-22 03:09:04;bed right, pressure mat ON
2008-11-22 03:09:05;bed right, pressure mat OFF
2008-11-22 03:09:05;bed right, pressure mat ON
2008-11-22 03:09:06;bed right, pressure mat OFF
2008-11-22 03:09:07;bed right, pressure mat ON
2008-11-22 03:09:08;bed right, pressure mat OFF
2008-11-22 03:09:13;bed right, pressure mat ON
2008-11-22 03:09:14;bed right, pressure mat OFF
2008-11-22 03:09:17;bed right, pressure mat ON
2008-11-22 03:09:18;bed right, pressure mat OFF
2008-11-22 03:09:24;bed right, pressure mat ON
2008-11-22 03:09:25;bed right, pressure mat OFF
2008-11-22 03:09:26;bed right, pressure mat ON
2008-11-22 03:09:27;bed right, pressure mat OFF
2008-11-22 03:09:29;bed right, pressure mat ON
2008-11-22 03:09:33;bed right, pressure mat OFF
2008-11-22 03:09:36;bed right, pressure mat ON
2008-11-22 03:09:37;bed right, pressure mat OFF
2008-11-22 03:09:40;bed right, pressure mat ON
2008-11-22 03:09:42;bed right, pressure mat OFF
2008-11-22 03:09:43;bed right, pressure mat ON
2008-11-22 03:09:44;bed right, pressure mat OFF
2008-11-22 03:09:46;bed right, pressure mat ON
2008-11-22 03:09:47;bed right, pressure mat OFF
2008-11-22 03:09:48;bed right, pressure mat ON
2008-11-22 03:09:49;bed right, pressure mat OFF
2008-11-22 03:09:51;bed right, pressure mat ON
2008-11-22 03:09:55;bed right, pressure mat OFF
2008-11-22 03:09:56;bed right, pressure mat ON
2008-11-22 03:09:57;bed right, pressure mat OFF
2008-11-22 03:09:58;bed right, pressure mat ON
2008-11-22 03:10:00;bed right, pressure mat OFF
2008-11-22 03:10:01;bed right, pressure mat ON
2008-11-22 03:10:02;bed right, pressure mat OFF
2008-11-22 03:10:06;bed right, pressure mat ON
2008-11-22 03:10:08;bed right, pressure mat OFF
2008-11-22 03:10:10;bed right, pressure mat ON
2008-11-22 03:10:13;bed right, pressure mat OFF
2008-11-22 03:10:16;bed right, pressure mat ON
2008-11-22 03:10:18;bed right, pressure mat OFF
2008-11-22 03:10:19;bed right, pressure mat ON
2008-11-22 03:10:20;bed right, pressure mat OFF
2008-11-22 03:10:24;bed right, pressure mat ON
2008-11-22 03:10:26;bed right, pressure mat OFF
2008-11-22 03:10:28;bed right, pressure mat ON
2008-11-22 03:10:30;bed right, pressure mat OFF
2008-11-22 03:10:31;bed right, pressure mat ON
2008-11-22 03:10:33;bed right, pressure mat OFF
2008-11-22 03:10:34;bed right, pressure mat ON
2008-11-22 03:10:35;bed right, pressure mat OFF
2008-11-22 03:10:39;bed right, pressure mat ON
2008-11-22 03:10:41;bed right, pressure mat OFF
2008-11-22 03:10:42;bed right, pressure mat ON
2008-11-22 03:10:43;bed right, pressure mat OFF
2008-11-22 03:10:46;bed right, pressure mat ON
2008-11-22 03:10:48;bed right, pressure mat OFF
2008-11-22 03:10:50;bed right, pressure mat ON
2008-11-22 03:10:53;bed right, pressure mat OFF
2008-11-22 03:10:56;bed right, pressure mat ON
2008-11-22 03:10:57;bed right, pressure mat OFF
2008-11-22 03:11:00;bed right, pressure mat ON
2008-11-22 03:11:02;bed right, pressure mat OFF
2008-11-22 03:11:04;bed right, pressure mat ON
2008-11-22 03:11:06;bed right, pressure mat OFF
2008-11-22 03:11:07;bed right, pressure mat ON
2008-11-22 03:11:08;bed right, pressure mat OFF
2008-11-22 03:11:09;bed right, pressure mat ON
2008-11-22 03:11:10;bed right, pressure mat OFF
2008-11-22 03:11:12;bed right, pressure mat ON
2008-11-22 03:11:13;bed right, pressure mat OFF
2008-11-22 03:11:15;bed right, pressure mat ON
2008-11-22 03:11:16;bed right, pressure mat OFF
2008-11-22 03:11:17;bed right, pressure mat ON
2008-11-22 03:11:18;bed right, pressure mat OFF
2008-11-22 03:11:19;bed right, pressure mat ON
2008-11-22 03:11:20;bed right, pressure mat OFF
2008-11-22 03:11:23;bed right, pressure mat ON
2008-11-22 03:11:25;bed right, pressure mat OFF
2008-11-22 03:11:26;bed right, pressure mat ON
2008-11-22 03:11:27;bed right, pressure mat OFF
2008-11-22 03:11:29;bed right, pressure mat ON
2008-11-22 03:11:30;bed right, pressure mat OFF
2008-11-22 03:11:33;bed right, pressure mat ON
2008-11-22 03:11:34;bed right, pressure mat OFF
2008-11-22 03:11:36;bed right, pressure mat ON
2008-11-22 03:11:37;bed right, pressure mat OFF
2008-11-22 03:11:41;bed right, pressure mat ON
2008-11-22 03:11:43;bed right, pressure mat OFF
2008-11-22 03:11:45;bed right, pressure mat ON
2008-11-22 03:11:47;bed right, pressure mat OFF
2008-11-22 03:11:49;bed right, pressure mat ON
2008-11-22 03:11:52;bed right, pressure mat OFF
2008-11-22 03:11:56;bed right, pressure mat ON
2008-11-22 03:11:58;bed right, pressure mat OFF
2008-11-22 03:12:00;bed right, pressure mat ON
2008-11-22 03:12:02;bed right, pressure mat OFF
2008-11-22 03:12:03;bed right, pressure mat ON
2008-11-22 03:12:04;bed right, pressure mat OFF
2008-11-22 03:12:06;bed right, pressure mat ON
2008-11-22 03:12:07;bed right, pressure mat OFF
2008-11-22 03:12:07;bed right, pressure mat ON
2008-11-22 03:12:08;bed right, pressure mat OFF
2008-11-22 03:12:11;bed right, pressure mat ON
2008-11-22 03:12:14;bed right, pressure mat OFF
2008-11-22 03:12:17;bed right, pressure mat ON
2008-11-22 03:12:18;bed right, pressure mat OFF
2008-11-22 03:12:20;bed right, pressure mat ON
2008-11-22 03:12:21;bed right, pressure mat OFF
2008-11-22 03:12:24;bed right, pressure mat ON
2008-11-22 03:12:26;bed right, pressure mat OFF
2008-11-22 03:12:28;bed right, pressure mat ON
2008-11-22 03:12:31;bed right, pressure mat OFF
2008-11-22 03:12:32;bed right, pressure mat ON
2008-11-22 03:12:33;bed right, pressure mat OFF
2008-11-22 03:12:34;bed right, pressure mat ON
2008-11-22 03:12:35;bed right, pressure mat OFF
2008-11-22 03:12:38;bed right, pressure mat ON
2008-11-22 03:12:39;bed right, pressure mat OFF
2008-11-22 03:12:40;bed right, pressure mat ON
2008-11-22 03:12:41;bed right, pressure mat OFF
2008-11-22 03:12:50;bed right, pressure mat ON
2008-11-22 03:12:51;bed right, pressure mat OFF
2008-11-22 03:12:53;bed right, pressure mat ON
2008-11-22 03:12:54;bed right, pressure mat OFF
2008-11-22 03:12:56;bed right, pressure mat ON
2008-11-22 03:12:57;bed right, pressure mat OFF
2008-11-22 03:12:58;bed right, pressure mat ON
2008-11-22 03:12:59;bed right, pressure mat OFF
2008-11-22 03:13:00;bed right, pressure mat ON
2008-11-22 03:13:01;bed right, pressure mat OFF
2008-11-22 03:13:07;bed right, pressure mat ON
2008-11-22 03:13:08;bed right, pressure mat ON
2008-11-22 03:13:08;bed right, pressure mat OFF
2008-11-22 03:13:09;bed right, pressure mat OFF
2008-11-22 03:13:15;bed right, pressure mat ON
2008-11-22 03:13:16;bed right, pressure mat OFF
2008-11-22 03:13:18;bed right, pressure mat ON
2008-11-22 03:13:19;bed right, pressure mat OFF
2008-11-22 03:13:23;bed right, pressure mat ON
2008-11-22 03:13:24;bed right, pressure mat OFF
2008-11-22 03:13:26;bed right, pressure mat ON
2008-11-22 03:13:27;bed right, pressure mat OFF
2008-11-22 03:13:27;bed right, pressure mat ON
2008-11-22 03:13:28;bed right, pressure mat OFF
2008-11-22 03:13:31;bed right, pressure mat ON
2008-11-22 03:13:32;bed right, pressure mat OFF
2008-11-22 03:13:33;bed right, pressure mat ON
2008-11-22 03:13:34;bed right, pressure mat OFF
2008-11-22 03:13:39;bed right, pressure mat ON
2008-11-22 03:13:40;bed right, pressure mat OFF
2008-11-22 03:13:41;bed right, pressure mat ON
2008-11-22 03:13:42;bed right, pressure mat ON
2008-11-22 03:13:42;bed right, pressure mat OFF
2008-11-22 03:13:43;bed right, pressure mat OFF
2008-11-22 03:13:46;bed right, pressure mat ON
2008-11-22 03:13:47;bed right, pressure mat OFF
2008-11-22 03:13:48;bed right, pressure mat ON
2008-11-22 03:13:49;bed right, pressure mat OFF
2008-11-22 03:13:50;bed right, pressure mat ON
2008-11-22 03:13:51;bed right, pressure mat OFF
2008-11-22 03:13:52;bed right, pressure mat ON
2008-11-22 03:13:53;bed right, pressure mat OFF
2008-11-22 03:13:55;bed right, pressure mat ON
2008-11-22 03:13:57;bed right, pressure mat OFF
2008-11-22 03:13:58;bed right, pressure mat ON
2008-11-22 03:13:59;bed right, pressure mat OFF
2008-11-22 03:14:00;bed right, pressure mat ON
2008-11-22 03:14:01;bed right, pressure mat OFF
2008-11-22 03:14:03;bed right, pressure mat ON
2008-11-22 03:14:04;bed right, pressure mat OFF
2008-11-22 03:14:14;bed right, pressure mat ON
2008-11-22 03:14:15;bed right, pressure mat OFF
2008-11-22 03:14:16;bed right, pressure mat ON
2008-11-22 03:14:17;bed right, pressure mat OFF
2008-11-22 03:14:20;bed right, pressure mat ON
2008-11-22 03:14:21;bed right, pressure mat OFF
2008-11-22 03:14:22;bed right, pressure mat ON
2008-11-22 03:14:23;bed right, pressure mat OFF
2008-11-22 03:14:24;bed right, pressure mat ON
2008-11-22 03:14:25;bed right, pressure mat OFF
2008-11-22 03:14:27;bed right, pressure mat ON
2008-11-22 03:14:28;bed right, pressure mat OFF
2008-11-22 03:14:29;bed right, pressure mat ON
2008-11-22 03:14:30;bed right, pressure mat OFF
2008-11-22 03:14:31;bed right, pressure mat ON
2008-11-22 03:14:32;bed right, pressure mat OFF
2008-11-22 03:14:33;bed right, pressure mat ON
2008-11-22 03:14:34;bed right, pressure mat OFF
2008-11-22 03:14:35;bed right, pressure mat ON
2008-11-22 03:14:36;bed right, pressure mat OFF
2008-11-22 03:14:37;bed right, pressure mat ON
2008-11-22 03:14:38;bed right, pressure mat OFF
2008-11-22 03:14:39;bed right, pressure mat ON
2008-11-22 03:14:40;bed right, pressure mat OFF
2008-11-22 03:14:41;bed right, pressure mat ON
2008-11-22 03:14:42;bed right, pressure mat OFF
2008-11-22 03:14:43;bed right, pressure mat ON
2008-11-22 03:14:44;bed right, pressure mat OFF
2008-11-22 03:14:45;bed right, pressure mat ON
2008-11-22 03:14:47;bed right, pressure mat OFF
2008-11-22 03:14:48;bed right, pressure mat ON
2008-11-22 03:14:49;bed right, pressure mat OFF
2008-11-22 03:14:50;bed right, pressure mat ON
2008-11-22 03:14:51;bed right, pressure mat OFF
2008-11-22 03:14:52;bed right, pressure mat ON
2008-11-22 03:14:53;bed right, pressure mat OFF
2008-11-22 03:14:54;bed right, pressure mat ON
2008-11-22 03:14:55;bed right, pressure mat OFF
2008-11-22 03:14:56;bed right, pressure mat ON
2008-11-22 03:14:57;bed right, pressure mat OFF
2008-11-22 03:14:58;bed right, pressure mat ON
2008-11-22 03:14:59;bed right, pressure mat OFF
2008-11-22 03:15:01;bed right, pressure mat ON
2008-11-22 03:15:03;bed right, pressure mat OFF
2008-11-22 03:15:04;bed right, pressure mat ON
2008-11-22 03:15:05;bed right, pressure mat OFF
2008-11-22 03:15:06;bed right, pressure mat ON
2008-11-22 03:15:07;bed right, pressure mat OFF
2008-11-22 03:15:08;bed right, pressure mat ON
2008-11-22 03:15:09;bed right, pressure mat OFF
2008-11-22 03:15:09;bed right, pressure mat ON
2008-11-22 03:15:10;bed right, pressure mat OFF
2008-11-22 03:15:12;bed right, pressure mat ON
2008-11-22 03:15:14;bed right, pressure mat OFF
2008-11-22 03:15:15;bed right, pressure mat ON
2008-11-22 03:15:16;bed right, pressure mat OFF
2008-11-22 03:15:17;bed right, pressure mat ON
2008-11-22 03:15:18;bed right, pressure mat OFF
2008-11-22 03:15:19;bed right, pressure mat ON
2008-11-22 03:15:20;bed right, pressure mat OFF
2008-11-22 03:15:21;bed right, pressure mat ON
2008-11-22 03:15:22;bed right, pressure mat OFF
2008-11-22 03:15:23;bed right, pressure mat ON
2008-11-22 03:15:24;bed right, pressure mat OFF
2008-11-22 03:15:26;bed right, pressure mat ON
2008-11-22 03:15:29;bed right, pressure mat OFF
2008-11-22 03:15:30;bed right, pressure mat ON
2008-11-22 03:15:31;bed right, pressure mat OFF
2008-11-22 03:15:36;bed right, pressure mat ON
2008-11-22 03:15:37;bed right, pressure mat OFF
2008-11-22 03:15:44;bed right, pressure mat ON
2008-11-22 03:15:45;bed right, pressure mat OFF
2008-11-22 03:15:46;bed right, pressure mat ON
2008-11-22 03:15:47;bed right, pressure mat OFF
2008-11-22 03:15:57;bed right, pressure mat ON
2008-11-22 03:15:58;bed right, pressure mat OFF
2008-11-22 03:15:59;bed right, pressure mat ON
2008-11-22 03:16:00;bed right, pressure mat OFF
2008-11-22 03:16:01;bed right, pressure mat ON
2008-11-22 03:16:02;bed right, pressure mat OFF
2008-11-22 03:16:03;bed right, pressure mat ON
2008-11-22 03:16:04;bed right, pressure mat OFF
2008-11-22 03:16:06;bed right, pressure mat ON
2008-11-22 03:16:08;bed right, pressure mat OFF
2008-11-22 03:16:10;bed right, pressure mat ON
2008-11-22 03:16:13;bed right, pressure mat OFF
2008-11-22 03:16:13;bed right, pressure mat ON
2008-11-22 03:16:14;bed right, pressure mat OFF
2008-11-22 03:16:15;bed right, pressure mat ON
2008-11-22 03:16:16;bed right, pressure mat OFF
2008-11-22 03:16:17;bed right, pressure mat ON
2008-11-22 03:16:18;bed right, pressure mat OFF
2008-11-22 03:16:18;bed right, pressure mat ON
2008-11-22 03:16:19;bed right, pressure mat OFF
2008-11-22 03:16:20;bed right, pressure mat ON
2008-11-22 03:16:21;bed right, pressure mat OFF
2008-11-22 03:16:23;bed right, pressure mat ON
2008-11-22 03:16:24;bed right, pressure mat ON
2008-11-22 03:16:24;bed right, pressure mat OFF
2008-11-22 03:16:25;bed right, pressure mat OFF
2008-11-22 03:16:42;bed right, pressure mat ON
2008-11-22 03:16:43;bed right, pressure mat OFF
2008-11-22 03:16:45;bed right, pressure mat ON
2008-11-22 03:16:46;bed right, pressure mat OFF
2008-11-22 03:16:53;bed right, pressure mat ON
2008-11-22 03:16:54;bed right, pressure mat OFF
2008-11-22 03:16:55;bed right, pressure mat ON
2008-11-22 03:16:56;bed right, pressure mat OFF
2008-11-22 03:16:58;bed right, pressure mat ON
2008-11-22 03:17:00;bed right, pressure mat OFF
2008-11-22 03:17:02;bed right, pressure mat ON
2008-11-22 03:17:03;bed right, pressure mat OFF
2008-11-22 03:17:05;bed right, pressure mat ON
2008-11-22 03:17:06;bed right, pressure mat OFF
2008-11-22 03:17:07;bed right, pressure mat ON
2008-11-22 03:17:08;bed right, pressure mat OFF
2008-11-22 03:17:09;bed right, pressure mat ON
2008-11-22 03:17:10;bed right, pressure mat OFF
2008-11-22 03:17:11;bed right, pressure mat ON
2008-11-22 03:17:12;bed right, pressure mat OFF
2008-11-22 03:17:13;bed right, pressure mat ON
2008-11-22 03:17:14;bed right, pressure mat OFF
2008-11-22 03:17:18;bed right, pressure mat ON
2008-11-22 03:17:19;bed right, pressure mat OFF
2008-11-22 03:17:23;bed right, pressure mat ON
2008-11-22 03:17:25;bed right, pressure mat OFF
2008-11-22 03:17:26;bed right, pressure mat ON
2008-11-22 03:17:27;bed right, pressure mat OFF
2008-11-22 03:17:28;bed right, pressure mat ON
2008-11-22 03:17:29;bed right, pressure mat OFF
2008-11-22 03:17:31;bed right, pressure mat ON
2008-11-22 03:17:34;bed right, pressure mat OFF
2008-11-22 03:17:35;bed right, pressure mat ON
2008-11-22 03:17:36;bed right, pressure mat OFF
2008-11-22 03:17:37;bed right, pressure mat ON
2008-11-22 03:17:38;bed right, pressure mat OFF
2008-11-22 03:17:39;bed right, pressure mat ON
2008-11-22 03:17:40;bed right, pressure mat OFF
2008-11-22 03:17:42;bed right, pressure mat ON
2008-11-22 03:17:44;bed right, pressure mat OFF
2008-11-22 03:17:45;bed right, pressure mat ON
2008-11-22 03:17:46;bed right, pressure mat OFF
2008-11-22 03:17:47;bed right, pressure mat ON
2008-11-22 03:17:48;bed right, pressure mat OFF
2008-11-22 03:17:49;bed right, pressure mat ON
2008-11-22 03:17:50;bed right, pressure mat OFF
2008-11-22 03:17:54;bed right, pressure mat ON
2008-11-22 03:17:55;bed right, pressure mat OFF
2008-11-22 03:17:56;bed right, pressure mat ON
2008-11-22 03:17:57;bed right, pressure mat OFF
2008-11-22 03:18:01;bed right, pressure mat ON
2008-11-22 03:18:03;bed right, pressure mat OFF
2008-11-22 03:18:05;bed right, pressure mat ON
2008-11-22 03:18:08;bed right, pressure mat OFF
2008-11-22 03:18:09;bed right, pressure mat ON
2008-11-22 03:18:10;bed right, pressure mat OFF
2008-11-22 03:18:11;bed right, pressure mat ON
2008-11-22 03:18:13;bed right, pressure mat OFF
2008-11-22 03:18:14;bed right, pressure mat ON
2008-11-22 03:18:15;bed right, pressure mat OFF
2008-11-22 03:18:17;bed right, pressure mat ON
2008-11-22 03:18:19;bed right, pressure mat OFF
2008-11-22 03:18:19;bed right, pressure mat ON
2008-11-22 03:18:20;bed right, pressure mat OFF
2008-11-22 03:18:21;bed right, pressure mat ON
2008-11-22 03:18:22;bed right, pressure mat OFF
2008-11-22 03:18:24;bed right, pressure mat ON
2008-11-22 03:18:26;bed right, pressure mat OFF
2008-11-22 03:18:28;bed right, pressure mat ON
2008-11-22 03:18:29;bed right, pressure mat OFF
2008-11-22 03:18:31;bed right, pressure mat ON
2008-11-22 03:18:33;bed right, pressure mat OFF
2008-11-22 03:18:35;bed right, pressure mat ON
2008-11-22 03:18:36;bed right, pressure mat OFF
2008-11-22 03:18:37;bed right, pressure mat ON
2008-11-22 03:18:38;bed right, pressure mat OFF
2008-11-22 03:18:39;bed right, pressure mat ON
2008-11-22 03:18:40;bed right, pressure mat OFF
2008-11-22 03:18:42;bed right, pressure mat ON
2008-11-22 03:18:44;bed right, pressure mat OFF
2008-11-22 03:18:46;bed right, pressure mat ON
2008-11-22 03:18:48;bed right, pressure mat OFF
2008-11-22 03:18:56;bed right, pressure mat ON
2008-11-22 03:18:57;bed right, pressure mat OFF
2008-11-22 03:19:01;bed right, pressure mat ON
2008-11-22 03:19:02;bed right, pressure mat OFF
2008-11-22 03:19:08;bed right, pressure mat ON
2008-11-22 03:19:09;bed right, pressure mat OFF
2008-11-22 03:19:12;bed right, pressure mat ON
2008-11-22 03:19:13;bed right, pressure mat OFF
2008-11-22 03:19:14;bed right, pressure mat ON
2008-11-22 03:19:15;bed right, pressure mat OFF
2008-11-22 03:19:16;bed right, pressure mat ON
2008-11-22 03:19:17;bed right, pressure mat OFF
2008-11-22 03:19:18;bed right, pressure mat ON
2008-11-22 03:19:19;bed right, pressure mat OFF
2008-11-22 03:19:20;bed right, pressure mat ON
2008-11-22 03:19:21;bed right, pressure mat OFF
2008-11-22 03:19:23;bed right, pressure mat ON
2008-11-22 03:19:25;bed right, pressure mat OFF
2008-11-22 03:19:26;bed right, pressure mat ON
2008-11-22 03:19:27;bed right, pressure mat OFF
2008-11-22 03:19:28;bed right, pressure mat ON
2008-11-22 03:19:29;bed right, pressure mat OFF
2008-11-22 03:19:34;bed right, pressure mat ON
2008-11-22 03:19:35;bed right, pressure mat ON
2008-11-22 03:19:35;bed right, pressure mat OFF
2008-11-22 03:19:36;bed right, pressure mat OFF
2008-11-22 03:19:45;bed right, pressure mat ON
2008-11-22 03:19:46;bed right, pressure mat OFF
2008-11-22 03:19:48;bed right, pressure mat ON
2008-11-22 03:19:49;bed right, pressure mat OFF
2008-11-22 03:19:51;bed right, pressure mat ON
2008-11-22 03:19:52;bed right, pressure mat OFF
2008-11-22 03:19:55;bed right, pressure mat ON
2008-11-22 03:19:57;bed right, pressure mat OFF
2008-11-22 03:19:58;bed right, pressure mat ON
2008-11-22 03:19:59;bed right, pressure mat OFF
2008-11-22 03:20:00;bed right, pressure mat ON
2008-11-22 03:20:01;bed right, pressure mat OFF
2008-11-22 03:20:02;bed right, pressure mat ON
2008-11-22 03:20:03;bed right, pressure mat OFF
2008-11-22 03:20:05;bed right, pressure mat ON
2008-11-22 03:20:07;bed right, pressure mat OFF
2008-11-22 03:20:08;bed right, pressure mat ON
2008-11-22 03:20:09;bed right, pressure mat OFF
2008-11-22 03:20:33;bed right, pressure mat ON
2008-11-22 03:20:34;bed right, pressure mat OFF
2008-11-22 03:20:35;bed right, pressure mat ON
2008-11-22 03:20:36;bed right, pressure mat OFF
2008-11-22 03:20:39;bed right, pressure mat ON
2008-11-22 03:20:40;bed right, pressure mat OFF
2008-11-22 03:20:41;bed right, pressure mat ON
2008-11-22 03:20:42;bed right, pressure mat OFF
2008-11-22 03:20:50;bed right, pressure mat ON
2008-11-22 03:20:51;bed right, pressure mat OFF
2008-11-22 03:20:54;bed right, pressure mat ON
2008-11-22 03:20:55;bed right, pressure mat OFF
2008-11-22 03:20:56;bed right, pressure mat ON
2008-11-22 03:20:57;bed right, pressure mat OFF
2008-11-22 03:21:08;bed right, pressure mat ON
2008-11-22 03:21:09;bed right, pressure mat OFF
2008-11-22 03:21:25;bed right, pressure mat ON
2008-11-22 03:21:26;bed right, pressure mat OFF
2008-11-22 03:21:29;bed right, pressure mat ON
2008-11-22 03:21:30;bed right, pressure mat OFF
2008-11-22 03:21:37;bed right, pressure mat ON
2008-11-22 03:21:39;bed right, pressure mat OFF
2008-11-22 03:21:41;bed right, pressure mat ON
2008-11-22 03:21:43;bed right, pressure mat OFF
2008-11-22 03:21:45;bed right, pressure mat ON
2008-11-22 03:21:46;bed right, pressure mat OFF
2008-11-22 03:21:49;bed right, pressure mat ON
2008-11-22 03:21:50;bed right, pressure mat OFF
2008-11-22 03:21:51;bed right, pressure mat ON
2008-11-22 03:21:52;bed right, pressure mat OFF
2008-11-22 03:21:54;bed right, pressure mat ON
2008-11-22 03:21:56;bed right, pressure mat OFF
2008-11-22 03:21:57;bed right, pressure mat ON
2008-11-22 03:21:58;bed right, pressure mat OFF
2008-11-22 03:22:00;bed right, pressure mat ON
2008-11-22 03:22:01;bed right, pressure mat OFF
2008-11-22 03:22:02;bed right, pressure mat ON
2008-11-22 03:22:04;bed right, pressure mat OFF
2008-11-22 03:22:07;bed right, pressure mat ON
2008-11-22 03:22:12;bed right, pressure mat OFF
2008-11-22 03:22:13;bed right, pressure mat ON
2008-11-22 03:22:14;bed right, pressure mat OFF
2008-11-22 03:22:15;bed right, pressure mat ON
2008-11-22 03:22:16;bed right, pressure mat OFF
2008-11-22 03:22:17;bed right, pressure mat ON
2008-11-22 03:22:18;bed right, pressure mat OFF
2008-11-22 03:22:19;bed right, pressure mat ON
2008-11-22 03:22:20;bed right, pressure mat OFF
2008-11-22 03:22:22;bed right, pressure mat ON
2008-11-22 03:22:38;bed right, pressure mat OFF
2008-11-22 03:22:41;bed right, pressure mat ON
2008-11-22 03:22:42;bed right, pressure mat OFF
2008-11-22 03:22:44;bed right, pressure mat ON
2008-11-22 03:22:45;bed right, pressure mat OFF
2008-11-22 03:22:49;bed right, pressure mat ON
2008-11-22 03:22:50;bed right, pressure mat OFF
2008-11-22 03:22:52;bed right, pressure mat ON
2008-11-22 03:22:53;bed right, pressure mat OFF
2008-11-22 03:22:54;bed right, pressure mat ON
2008-11-22 03:22:55;bed right, pressure mat OFF
2008-11-22 03:22:56;bed right, pressure mat ON
2008-11-22 03:22:57;bed right, pressure mat OFF
2008-11-22 03:22:59;bed right, pressure mat ON
2008-11-22 03:23:03;bed right, pressure mat OFF
2008-11-22 03:23:05;bed right, pressure mat ON
2008-11-22 03:23:06;bed right, pressure mat ON
2008-11-22 03:23:06;bed right, pressure mat OFF
2008-11-22 03:23:07;bed right, pressure mat OFF
2008-11-22 03:23:09;bed right, pressure mat ON
2008-11-22 03:23:10;bed right, pressure mat OFF
2008-11-22 03:23:12;bed right, pressure mat ON
2008-11-22 03:23:13;bed right, pressure mat OFF
2008-11-22 03:23:16;bed right, pressure mat ON
2008-11-22 03:23:18;bed right, pressure mat OFF
2008-11-22 03:23:21;bed right, pressure mat ON
2008-11-22 03:23:22;bed right, pressure mat OFF
2008-11-22 03:23:23;bed right, pressure mat ON
2008-11-22 03:23:24;bed right, pressure mat OFF
2008-11-22 03:23:25;bed right, pressure mat ON
2008-11-22 03:23:26;bed right, pressure mat OFF
2008-11-22 03:23:28;bed right, pressure mat ON
2008-11-22 03:23:29;bed right, pressure mat OFF
2008-11-22 03:23:36;bed right, pressure mat ON
2008-11-22 03:23:37;bed right, pressure mat OFF
2008-11-22 03:23:39;bed right, pressure mat ON
2008-11-22 03:23:41;bed right, pressure mat OFF
2008-11-22 03:23:44;bed right, pressure mat ON
2008-11-22 03:23:45;bed right, pressure mat OFF
2008-11-22 03:23:48;bed right, pressure mat ON
2008-11-22 03:23:57;bed right, pressure mat OFF
2008-11-22 03:24:01;bed right, pressure mat ON
2008-11-22 03:24:03;bed right, pressure mat OFF
2008-11-22 03:24:05;bed right, pressure mat ON
2008-11-22 03:24:07;bed right, pressure mat OFF
2008-11-22 03:24:09;bed right, pressure mat ON
2008-11-22 03:24:10;bed right, pressure mat OFF
2008-11-22 03:24:15;bed right, pressure mat ON
2008-11-22 03:24:16;bed right, pressure mat OFF
2008-11-22 03:24:19;bed right, pressure mat ON
2008-11-22 03:24:20;bed right, pressure mat OFF
2008-11-22 03:24:22;bed right, pressure mat ON
2008-11-22 03:24:24;bed right, pressure mat OFF
2008-11-22 03:24:25;bed right, pressure mat ON
2008-11-22 03:24:27;bed right, pressure mat OFF
2008-11-22 03:24:29;bed right, pressure mat ON
2008-11-22 03:24:31;bed right, pressure mat OFF
2008-11-22 03:24:33;bed right, pressure mat ON
2008-11-22 03:24:35;bed right, pressure mat OFF
2008-11-22 03:24:37;bed right, pressure mat ON
2008-11-22 03:24:38;bed right, pressure mat OFF
2008-11-22 03:24:40;bed right, pressure mat ON
2008-11-22 03:24:42;bed right, pressure mat OFF
2008-11-22 03:24:44;bed right, pressure mat ON
2008-11-22 03:24:47;bed right, pressure mat OFF
2008-11-22 03:24:49;bed right, pressure mat ON
2008-11-22 03:24:50;bed right, pressure mat OFF
2008-11-22 03:24:51;bed right, pressure mat ON
2008-11-22 03:24:52;bed right, pressure mat OFF
2008-11-22 03:24:54;bed right, pressure mat ON
2008-11-22 03:24:56;bed right, pressure mat OFF
2008-11-22 03:24:58;bed right, pressure mat ON
2008-11-22 03:24:59;bed right, pressure mat OFF
2008-11-22 03:25:00;bed right, pressure mat ON
2008-11-22 03:25:01;bed right, pressure mat OFF
2008-11-22 03:25:02;bed right, pressure mat ON
2008-11-22 03:25:03;bed right, pressure mat OFF
2008-11-22 03:25:04;bed right, pressure mat ON
2008-11-22 03:25:05;bed right, pressure mat OFF
2008-11-22 03:25:07;bed right, pressure mat ON
2008-11-22 03:25:08;bed right, pressure mat OFF
2008-11-22 03:25:09;bed right, pressure mat ON
2008-11-22 03:25:10;bed right, pressure mat OFF
2008-11-22 03:25:11;bed right, pressure mat ON
2008-11-22 03:25:12;bed right, pressure mat OFF
2008-11-22 03:25:16;bed right, pressure mat ON
2008-11-22 03:25:17;bed right, pressure mat OFF
